Serviceeinrichtung";"Stationspreis SPFV - Anteil
Serviceeinrichtung";Bemerkung
3692;go.R;Leverkusen-Küppersteg;5;Nordrhein-Westfalen;2,69 €;7,09 €;
3694;go.R;Leverkusen-Manfort;5;Nordrhein-Westfalen;2,69 €;7,09 €;Name alt: Leverkusen-Schlebusch
3693;go.R;Leverkusen-Rheindorf;5;Nordrhein-Westfalen;2,69 €;7,09 €;
3696;RMV;Lich (Oberhess);5;Hessen;2,40 €;6,30 €;
3699;VMS;Lichtenberg (Erzgeb);7;Sachsen;2,75 €;7,32 €;
3700;BEG;Lichtenfels;3;Bayern;4,75 €;12,53 €;
3703;VBB Berlin;Lichtenrade;5;Berlin;1,96 €;5,19 €;
3704;VMS;Lichtenstein (Sachs);6;Sachsen;3,63 €;9,66 €;
3705;VMS;Lichtentanne (Sachs);6;Sachsen;3,63 €;9,66 €;
3706;TLBV;Lichtentanne (Thür);7;Thüringen;2,70 €;7,22 €;
3707;BEG;Lichtenthal;7;Bayern;2,13 €;5,65 €;
7730;VBB Berlin;Lichterfelde Süd;5;Berlin;1,96 €;5,19 €;
3709;VBB;Liebenthal (Prign);7;Brandenburg;3,21 €;8,56 €;
3712;RMV;Lieblos;6;Hessen;2,48 €;6,52 €;
3716;VMV;Lietzow (Rügen);6;Mecklenburg-Vorpommern;4,20 €;11,06 €;
3717;ZPS;Limbach (b Homburg,Saar);6;Saarland;1,54 €;4,04 €;
3719;ZVV;Limbach (Vogtl);6;Sachsen;3,51 €;9,38 €;
3720;RMV;Limburg (Lahn);3;Hessen;4,14 €;10,93 €;
3723;RMV;Limburg Süd;4;Hessen;2,78 €;6,42 €;
3721;ZÖPNV Süd;Limburgerhof;4;Rheinland-Pfalz;2,84 €;7,40 €;
3722;VMS;Limmritz (Sachs);6;Sachsen;3,63 €;9,66 €;
3724;NASA;Linda (Elster);7;Sachsen-Anhalt;2,77 €;7,39 €;
3725;VM BW;Lindach;6;Baden-Württemberg;2,35 €;6,18 €;
3728;BEG;Lindau-Aeschach;6;Bayern;2,89 €;7,59 €;
3727;BEG;Lindau-Insel;3;Bayern;4,75 €;12,53 €;Name alt: Lindau Hbf
7263;NAH.SH;Lindaunis;7;Schleswig-Holstein;2,21 €;5,91 €;
3729;BEG;Lindau-Reutin;3;Bayern;4,75 €;12,53 €;
3732;VBB;Lindenberg (Mark);7;Brandenburg;3,21 €;8,56 €;
3733;RMV;Lindenholzhausen;6;Hessen;2,48 €;6,52 €;
3734;go.R;Lindern;4;Nordrhein-Westfalen;2,69 €;6,76 €;
3736;LNVG;Lindhorst (Schaumb-Lippe);6;Niedersachsen;4,23 €;10,34 €;
3740;LNVG;Lindwedel;6;Niedersachsen;4,23 €;10,34 €;
3741;LNVG;Lingen (Ems);4;Niedersachsen;4,96 €;13,09 €;
3742;ZÖPNV Süd;Lingenfeld;6;Rheinland-Pfalz;1,99 €;5,22 €;
3743;LNVG;Linsburg;6;Niedersachsen;4,23 €;10,34 €;
3744;ZVRP Nord;Linz (Rhein);4;Rheinland-Pfalz;4,57 €;11,36 €;
3746;NWL;Lippstadt;4;Nordrhein-Westfalen;5,03 €;11,82 €;
3748;ZVRP Nord;Lissendorf;6;Rheinland-Pfalz;2,27 €;5,85 €;
3749;NWL;Listerscheid;6;Nordrhein-Westfalen;3,85 €;9,87 €;
3751;ZVON;Löbau (Sachs);4;Sachsen;8,22 €;21,92 €;
3754;ZVNL;Lobstädt;6;Sachsen;2,56 €;6,83 €;
3756;VM BW;Löcherberg;7;Baden-Württemberg;1,90 €;5,07 €;
3757;BEG;Lochham;4;Bayern;3,19 €;7,89 €;
3758;VMV;Löcknitz;7;Mecklenburg-Vorpommern;3,47 €;9,27 €;
3760;LNVG;Lödingsen;7;Niedersachsen;2,85 €;7,60 €;
3761;ZVRP Nord;Löf;6;Rheinland-Pfalz;2,27 €;5,85 €;
3762;VM BW;Löffingen;6;Baden-Württemberg;2,35 €;6,18 €;
3763;BEG;Lohgarten-Roth;7;Bayern;2,13 €;5,65 €;
3764;BEG;Lohhof;5;Bayern;2,72 €;7,01 €;
3765;VVO;Lohmen;6;Sachsen;2,85 €;7,61 €;
3766;RMV;Löhnberg;6;Hessen;2,48 €;6,52 €;
3767;LNVG;Lohne (Oldb);6;Niedersachsen;4,23 €;10,34 €;
3768;NWL;Löhne (Westf);4;Nordrhein-Westfalen;5,03 €;11,82 €;
3769;ZÖPNV Süd;Lohnweiler;6;Rheinland-Pfalz;1,99 €;5,22 €;
3770;BEG;Lohr Bahnhof;5;Bayern;2,72 €;7,01 €;
3773;VVO;Lohsa;7;Sachsen;2,46 €;6,58 €;
3775;TLBV;Loitsch-Hohenleuben;6;Thüringen;3,43 €;9,13 €;
3776;RMV;Lollar;5;Hessen;2,40 €;6,30 €;
3778;VM BW;Lonsee;6;Baden-Württemberg;2,35 €;6,18 €;
3779;BEG;Loppenhausen;7;Bayern;2,13 €;5,65 €;
3780;RMV;Lorch (Rhein);6;Hessen;2,48 €;6,52 €;
3781;VM BW;Lorch (Württ);5;Baden-Württemberg;2,91 €;7,35 €;
3782;RMV;Lorchhausen;6;Hessen;2,48 €;6,52 €;
8043;VM BW;Lörrach Dammstraße;7;Baden-Württemberg;1,90 €;5,07 €;
3783;VM BW;Lörrach Hbf;4;Baden-Württemberg;3,92 €;10,18 €;
8044;VM BW;Lörrach Museum/Burghof;5;Baden-Württemberg;2,91 €;7,35 €;
8045;VM BW;Lörrach Schwarzwaldstraße;5;Baden-Württemberg;2,91 €;7,35 €;
896;VM BW;Lörrach-Brombach/Hauingen;6;Baden-Württemberg;2,35 €;6,18 €;
2441;VM BW;Lörrach-Haagen/Messe;6;Baden-Württemberg;2,35 €;6,18 €;
3784;VM BW;Lörrach-Stetten;6;Baden-Württemberg;2,35 €;6,18 €;
3785;RMV;Lorsbach;4;Hessen;2,78 €;6,42 €;
3786;VRN;Lorsch;6;Hessen;2,31 €;6,13 €;
3787;VRN;Lörzenbach-Fahrenbach;7;Hessen;1,33 €;3,50 €;
3790;VM BW;Loßburg-Rodt;7;Baden-Württemberg;1,90 €;5,07 €;
3795;go.R;Lövenich;5;Nordrhein-Westfalen;2,69 €;7,09 €;
3796;VBB;Löwenberg (Mark);6;Brandenburg;3,98 €;10,22 €;
3798;VM BW;Löwental;6;Baden-Württemberg;2,35 €;6,18 €;
3799;LNVG;Loxstedt;6;Niedersachsen;4,23 €;10,34 €;
3801;NWL;Lübbecke (Westf);6;Nordrhein-Westfalen;3,85 €;9,87 €;
3802;VBB;Lübben (Spreewald);4;Brandenburg;5,17 €;13,68 €;
3805;VBB;Lübbenau (Spreewald);4;Brandenburg;5,17 €;13,68 €;
3806;LNVG;Lübberstedt;6;Niedersachsen;4,23 €;10,34 €;
3808;NAH.SH;Lübeck Flughafen;6;Schleswig-Holstein;3,53 €;9,43 €;
3807;NAH.SH;Lübeck Hbf;2;Schleswig-Holstein;26,39 €;70,43 €;
8266;NAH.SH;Lübeck Hochschulstadtteil;7;Schleswig-Holstein;2,21 €;5,91 €;
8300;NAH.SH;Lübeck-Dänischburg IKEA;6;Schleswig-Holstein;3,53 €;9,43 €;
3810;NAH.SH;Lübeck-Kücknitz;6;Schleswig-Holstein;3,53 €;9,43 €;
8378;NAH.SH;Lübeck-Moisling;5;Schleswig-Holstein;3,75 €;9,91 €;
2596;NAH.SH;Lübeck-St.Jürgen;6;Schleswig-Holstein;3,53 €;9,43 €;
3812;NAH.SH;Lübeck-Travemünde Hafen;6;Schleswig-Holstein;3,53 €;9,43 €;
3813;NAH.SH;Lübeck-Travemünde Skandinavienkai;6;Schleswig-Holstein;3,53 €;9,43 €;
3814;NAH.SH;Lübeck-Travemünde Strand;6;Schleswig-Holstein;3,53 €;9,43 €;
3815;VMV;Lüblow (Meckl);6;Mecklenburg-Vorpommern;4,20 €;11,06 €;
3817;VBB;Lubolz;6;Brandenburg;3,98 €;10,22 €;
3818;NASA;Lübs (b Magdeburg);6;Sachsen-Anhalt;3,34 €;8,90 €;
3819;VMV;Lübstorf;6;Mecklenburg-Vorpommern;4,20 €;11,06 €;
5634;VBB;Luckaitztal;6;Brandenburg;3,98 €;10,22 €;
6305;VBB;Luckau-Uckro;6;Brandenburg;3,98 €;10,22 €;
3825;NASA;Luckenau;6;Sachsen-Anhalt;3,34 €;8,90 €;
3827;VBB;Luckenwalde;5;Brandenburg;3,44 €;9,13 €;
3828;NWL;Lüdenscheid;6;Nordrhein-Westfalen;3,85 €;9,87 €;
915;NWL;Lüdenscheid Brügge (Westf);7;Nordrhein-Westfalen;2,48 €;6,41 €;
3830;VMV;Lüdersdorf (Meckl);7;Mecklenburg-Vorpommern;3,47 €;9,27 €;
3831;BEG;Ludersheim;6;Bayern;2,89 €;7,59 €;
3832;NWL;Lüdinghausen;6;Nordrhein-Westfalen;3,85 €;9,87 €;
1938;NVV;Ludwigsau-Friedlos;6;Hessen;2,73 €;7,26 €;
3833;VM BW;Ludwigsburg;3;Baden-Württemberg;5,29 €;13,61 €;
3834;BEG;Ludwigschorgast;6;Bayern;2,89 €;7,59 €;
3835;VBB;Ludwigsfelde;4;Brandenburg;5,17 €;13,68 €;
8240;VBB;Ludwigsfelde-Struveshof;6;Brandenburg;3,98 €;10,22 €;
3836;VM BW;Ludwigshafen (Bodensee);6;Baden-Württemberg;2,35 €;6,18 €;
3837;ZÖPNV Süd;Ludwigshafen (Rhein) Hbf;2;Rheinland-Pfalz;16,50 €;44,03 €;
7385;ZÖPNV Süd;Ludwigshafen (Rhein) Mitte;3;Rheinland-Pfalz;3,96 €;10,57 €;
3838;ZÖPNV Süd;Ludwigshafen-Mundenheim;5;Rheinland-Pfalz;2,95 €;7,78 €;
3839;ZÖPNV Süd;Ludwigshafen-Oggersheim;4;Rheinland-Pfalz;2,84 €;7,40 €;
3840;ZÖPNV Süd;Ludwigshafen-Rheingönheim;5;Rheinland-Pfalz;2,95 €;7,78 €;
3841;BEG;Ludwigshöhe;6;Bayern;2,89 €;7,59 €;
3843;VMV;Ludwigslust;4;Mecklenburg-Vorpommern;5,10 €;12,82 €;
3844;BEG;Ludwigsstadt;6;Bayern;2,89 €;7,59 €;
3845;BEG;Ludwigsthal;7;Bayern;2,13 €;5,65 €;
3847;NWL;Lügde;6;Nordrhein-Westfalen;3,85 €;9,87 €;
3848;BEG;Luhe;6;Bayern;2,89 €;7,59 €;
3849;BEG;Luhe-Wildenau;6;Bayern;2,89 €;7,59 €;
3850;ZPS;Luisenthal (Saar);6;Saarland;1,54 €;4,04 €;
3854;NAH.SH;Lunden;5;Schleswig-Holstein;3,75 €;9,91 €;
3855;LNVG;Lüneburg;2;Niedersachsen;22,77 €;59,22 €;
3856;NWL;Lünen Hbf;4;Nordrhein-Westfalen;5,03 €;11,82 €;
5032;NWL;Lünen Preußen;5;Nordrhein-Westfalen;3,91 €;9,89 €;Name alt: Preußen
3857;NWL;Lünern;6;Nordrhein-Westfalen;3,85 €;9,87 €;
3858;LNVG;Lunestedt;6;Niedersachsen;4,23 €;10,34 €;
3861;VMV;Lüssow (Meckl);6;Mecklenburg-Vorpommern;4,20 €;11,06 €;
3862;NASA;Lutherstadt Eisleben;5;Sachsen-Anhalt;3,29 €;8,62 €;
3864;NASA;Lutherstadt Wittenberg Altstadt;6;Sachsen-Anhalt;3,34 €;8,90 €;
3863;NASA;Lutherstadt Wittenberg Hauptbahnhof;3;Sachsen-Anhalt;6,59 €;17,26 €;
6667;NASA;Lutherstadt Wittenberg-Labetz;6;Sachsen-Anhalt;3,34 €;8,90 €;
3866;NASA;Lutherstadt Wittenberg-Piesteritz;6;Sachsen-Anhalt;3,34 €;8,90 €;
8024;LNVG;Lutten;7;Niedersachsen;2,85 €;7,60 €;
3870;RMV;Lütter;6;Hessen;2,48 €;6,52 €;
3871;NWL;Lutum;6;Nordrhein-Westfalen;3,85 €;9,87 €;
3872;NWL;Lützel;7;Nordrhein-Westfalen;2,48 €;6,41 €;
3876;VMV;Lützow;7;Mecklenburg-Vorpommern;3,47 €;9,27 €;
3880;ZVNL;Machern (Sachs);6;Sachsen;2,56 €;6,83 €;
3881;NASA;Magdeburg Hbf;2;Sachsen-Anhalt;23,08 €;61,58 €;
3883;NASA;Magdeburg SKET Industriepark;5;Sachsen-Anhalt;3,29 €;8,62 €;
3882;NASA;Magdeburg Südost;5;Sachsen-Anhalt;3,29 €;8,62 €;
3884;NASA;Magdeburg-Buckau;4;Sachsen-Anhalt;5,24 €;13,97 €;
3885;NASA;Magdeburg-Eichenweiler;5;Sachsen-Anhalt;3,29 €;8,62 €;
3886;NASA;Magdeburg-Hasselbachplatz;6;Sachsen-Anhalt;3,34 €;8,90 €;
7971;NASA;Magdeburg-Herrenkrug;6;Sachsen-Anhalt;3,34 €;8,90 €;
3887;NASA;Magdeburg-Neustadt;4;Sachsen-Anhalt;5,24 €;13,97 €;
3888;NASA;Magdeburg-Rothensee;6;Sachsen-Anhalt;3,34 €;8,90 €;
3889;NASA;Magdeburg-Salbke;5;Sachsen-Anhalt;3,29 €;8,62 €;
3890;NASA;Magdeburg-Sudenburg;6;Sachsen-Anhalt;3,34 €;8,90 €;
7562;VRStutt;Magstadt;6;Baden-Württemberg;1,98 €;5,26 €;
3891;VBB;Mahlow;5;Brandenburg;3,44 €;9,13 €;
3892;NASA;Mahlwinkel;6;Sachsen-Anhalt;3,34 €;8,90 €;
8110;VRStutt;Maichingen;6;Baden-Württemberg;1,98 €;5,26 €;
8109;VRStutt;Maichingen Nord;6;Baden-Württemberg;1,98 €;5,26 €;
3893;ZÖPNV Süd;Maikammer-Kirrweiler;6;Rheinland-Pfalz;1,99 €;5,22 €;
3894;BEG;Mainaschaff;6;Bayern;2,89 €;7,59 €;
6995;RMV;Mainhausen Zellhausen;7;Hessen;1,88 €;4,96 €;
3896;BEG;Mainleus;6;Bayern;2,89 €;7,59 €;
3897;BEG;Mainroth;6;Bayern;2,89 €;7,59 €;
2809;RMV;Maintal Ost;4;Hessen;2,78 €;6,42 €;
669;RMV;Maintal West;5;Hessen;2,40 €;6,30 €;
3898;ZÖPNV Süd;Mainz Hbf;2;Rheinland-Pfalz;16,50 €;44,03 €;
3899;ZÖPNV Süd;Mainz Nord;5;Rheinland-Pfalz;2,95 €;7,78 €;
3900;ZÖPNV Süd;Mainz Römisches Theater;3;Rheinland-Pfalz;3,96 €;10,57 €;
3901;RMV;Mainz-Bischofsheim;4;Hessen;2,78 €;6,42 €;
3902;ZÖPNV Süd;Mainz-Gonsenheim;6;Rheinland-Pfalz;1,99 €;5,22 €;
3903;RMV;Mainz-Gustavsburg;4;Hessen;2,78 €;6,42 €;
3904;RMV;Mainz-Kastel;4;Hessen;2,78 €;6,42 €;
3905;ZÖPNV Süd;Mainz-Laubenheim;5;Rheinland-Pfalz;2,95 €;7,78 €;
3906;ZÖPNV Süd;Mainz-Marienborn;6;Rheinland-Pfalz;1,99 €;5,22 €;
3907;ZÖPNV Süd;Mainz-Mombach;5;Rheinland-Pfalz;2,95 €;7,78 €;
3909;BEG;Maisach;4;Bayern;3,19 €;7,89 €;
3910;VMV;Malchin;7;Mecklenburg-Vorpommern;3,47 €;9,27 €;
3911;BEG;Malching (Oberbay);6;Bayern;2,89 €;7,59 €;
3914;BEG;Mallersdorf;7;Bayern;2,13 €;5,65 €;
3916;VRStutt;Malmsheim;5;Baden-Württemberg;2,09 €;5,58 €;
3917;VM BW;Malsch;6;Baden-Württemberg;2,35 €;6,18 €;
8025;VM BW;Malsch Süd;6;Baden-Württemberg;2,35 €;6,18 €;
3918;NVV;Malsfeld;6;Hessen;2,73 €;7,26 €;
469;NVV;Malsfeld-Beiseförth;6;Hessen;2,73 €;7,26 €;
4299;BEG;Mammendorf;4;Bayern;3,19 €;7,89 €;
3924;BEG;Manndorf;7;Bayern;2,13 €;5,65 €;
8155;VM BW;Mannheim ARENA / Maimarkt;4;Baden-Württemberg;3,92 €;10,18 €;
3929;VM BW;Mannheim Handelshafen/Jungbusch;6;Baden-Württemberg;2,35 €;6,18 €;Name alt: Mannheim-Handelshafen
3925;VM BW;Mannheim Hbf;2;Baden-Württemberg;15,35 €;40,77 €;
3928;VM BW;Mannheim-Friedrichsfeld Süd;4;Baden-Württemberg;3,92 €;10,18 €;
3930;VM BW;Mannheim-Käfertal;6;Baden-Württemberg;2,35 €;6,18 €;
3931;VM BW;Mannheim-Luzenberg;5;Baden-Württemberg;2,91 €;7,35 €;
3932;VM BW;Mannheim-Neckarau;4;Baden-Württemberg;3,92 €;10,18 €;
3933;VM BW;Mannheim-Neckarstadt;6;Baden-Württemberg;2,35 €;6,18 €;
3934;VM BW;Mannheim-Rheinau;5;Baden-Württemberg;2,91 €;7,35 €;
3935;VM BW;Mannheim-Seckenheim;4;Baden-Württemberg;3,92 €;10,18 €;
3936;VM BW;Mannheim-Waldhof;4;Baden-Württemberg;3,92 €;10,18 €;
3938;NASA;Mansfeld (Südharz);7;Sachsen-Anhalt;2,77 €;7,39 €;
3941;VRStutt;Marbach (Neckar);4;Baden-Württemberg;2,90 €;7,74 €;
7148;VM BW;Marbach Ost Villingen-Schwenningen;7;Baden-Württemberg;1,90 €;5,07 €;
7147;VM BW;Marbach West Villingen-Schwenningen;7;Baden-Württemberg;1,90 €;5,07 €;
3942;NWL;Marbeck-Heiden;6;Nordrhein-Westfalen;3,85 €;9,87 €;
3943;RMV;Marburg (Lahn);3;Hessen;4,14 €;10,93 €;
3944;RMV;Marburg Süd;5;Hessen;2,40 €;6,30 €;
3946;BEG;Maria Rain;7;Bayern;2,13 €;5,65 €;
8494;LNVG;Marienau (Coppenbrügge);6;Niedersachsen;4,23 €;10,34 €;
3951;NASA;Marienborn;6;Sachsen-Anhalt;3,34 €;8,90 €;
3953;LNVG;Marienhafe;6;Niedersachsen;4,23 €;10,34 €;
6768;go.R;Marienheide;6;Nordrhein-Westfalen;3,77 €;8,76 €;
3955;VM BW;Markdorf (Baden);5;Baden-Württemberg;2,91 €;7,35 €;
3956;NASA;Marke;6;Sachsen-Anhalt;3,34 €;8,90 €;
3957;VM BW;Markelfingen;6;Baden-Württemberg;2,35 €;6,18 €;
3961;ZVNL;Markkleeberg;5;Sachsen;3,24 €;8,61 €;
3962;ZVNL;Markkleeberg Mitte;6;Sachsen;2,56 €;6,83 €;
8297;ZVNL;Markkleeberg Nord;5;Sachsen;3,24 €;8,61 €;
2017;ZVNL;Markkleeberg-Gaschwitz;5;Sachsen;3,24 €;8,61 €;
3964;ZVNL;Markkleeberg-Großstädteln;6;Sachsen;2,56 €;6,83 €;
3965;ZVNL;Markranstädt;6;Sachsen;2,56 €;6,83 €;
3966;TLBV;Marksuhl;6;Thüringen;3,43 €;9,13 €;
3968;BEG;Markt Bibart;6;Bayern;2,89 €;7,59 €;
3970;BEG;Markt Erlbach;6;Bayern;2,89 €;7,59 €;
3971;BEG;Markt Schwaben;3;Bayern;4,75 €;12,53 €;
3973;BEG;Marktbreit;6;Bayern;2,89 €;7,59 €;
3976;BEG;Marktleuthen;6;Bayern;2,89 €;7,59 €;
3977;BEG;Marktoberdorf;6;Bayern;2,89 €;7,59 €;
3978;BEG;Marktoberdorf Schule;7;Bayern;2,13 €;5,65 €;
3979;BEG;Marktredwitz;3;Bayern;4,75 €;12,53 €;
3980;BEG;Marktschorgast;6;Bayern;2,89 €;7,59 €;
3981;VRR;Marl Mitte;6;Nordrhein-Westfalen;2,76 €;7,00 €;
3983;VRR;Marl-Hamm;6;Nordrhein-Westfalen;2,76 €;7,00 €;
3985;TLBV;Marlishausen;7;Thüringen;2,70 €;7,22 €;
3984;VRR;Marl-Sinsen;5;Nordrhein-Westfalen;2,32 €;5,93 €;
3986;VBB;Marquardt;5;Brandenburg;3,44 €;9,13 €;
3987;NWL;Marsberg;6;Nordrhein-Westfalen;3,85 €;9,87 €;
3988;VM BW;Marstetten-Aitrach;6;Baden-Württemberg;2,35 €;6,18 €;
3989;VMV;Martensdorf;6;Mecklenburg-Vorpommern;4,20 €;11,06 €;
3990;BEG;Martinlamitz;7;Bayern;2,13 €;5,65 €;
3991;TLBV;Martinroda;7;Thüringen;2,70 €;7,22 €;
3992;ZÖPNV Süd;Martinstein;6;Rheinland-Pfalz;1,99 €;5,22 €;
3993;BEG;Martinszell (Allgäu);6;Bayern;2,89 €;7,59 €;
3994;BEG;Marxgrün;7;Bayern;2,13 €;5,65 €;
3995;BEG;Marzling;6;Bayern;2,89 €;7,59 €;
3996;LNVG;Maschen;5;Niedersachsen;4,79 €;12,40 €;
3997;NWL;Massen;6;Nordrhein-Westfalen;3,85 €;9,87 €;
1532;ZÖPNV Süd;Matzenbach;7;Rheinland-Pfalz;1,49 €;4,01 €;
4001;VRStutt;Maubach;5;Baden-Württemberg;2,09 €;5,58 €;
4002;VM BW;Mauer (b Heidelberg);6;Baden-Württemberg;2,35 €;6,18 €;
4003;VM BW;Maulbronn West;7;Baden-Württemberg;1,90 €;5,07 €;
4004;VM BW;Maulburg;6;Baden-Württemberg;2,35 €;6,18 €;
4005;BEG;Mausheim;6;Bayern;2,89 €;7,59 €;
4006;BEG;Maxhütte-Haidhof;5;Bayern;2,72 €;7,01 €;
6226;ZÖPNV Süd;Maximiliansau im Rüsten;7;Rheinland-Pfalz;1,49 €;4,01 €;
4008;ZVRP Nord;Mayen Ost;6;Rheinland-Pfalz;2,27 €;5,85 €;
4009;ZVRP Nord;Mayen West;6;Rheinland-Pfalz;2,27 €;5,85 €;
4010;ZVRP Nord;Mayschoß;6;Rheinland-Pfalz;2,27 €;5,85 €;
4012;go.R;Mechernich;5;Nordrhein-Westfalen;2,69 €;7,09 €;
4013;TLBV;Mechterstädt;6;Thüringen;3,43 €;9,13 €;
4014;LNVG;Meckelfeld;5;Niedersachsen;4,79 €;12,40 €;
4015;VM BW;Meckenbeuren;4;Baden-Württemberg;3,92 €;10,18 €;
4016;go.R;Meckenheim;6;Nordrhein-Westfalen;3,77 €;8,76 €;
7769;go.R;Meckenheim Industriepark;5;Nordrhein-Westfalen;2,69 €;7,09 €;
3385;go.R;Meckenheim Kottenforst;6;Nordrhein-Westfalen;3,77 €;8,76 €;
4017;VM BW;Meckesheim;4;Baden-Württemberg;3,92 €;10,18 €;
4020;VBB;Medewitz (Mark);6;Brandenburg;3,98 €;10,22 €;
4021;BEG;Meeder;7;Bayern;2,13 €;5,65 €;
4022;VMS;Meerane;6;Sachsen;3,63 €;9,66 €;
4023;VRR;Meerbusch-Osterath;5;Nordrhein-Westfalen;2,32 €;5,93 €;
4025;ZVV;Mehltheuer;6;Sachsen;3,51 €;9,38 €;
4026;VRR;Mehrhoog;6;Nordrhein-Westfalen;2,76 €;7,00 €;
4027;VBB Berlin;Mehrower Allee;5;Berlin;1,96 €;5,19 €;
4028;RVB;Meine;7;Niedersachsen;2,54 €;6,37 €;
4031;RVB;Meinersen;6;Niedersachsen;4,87 €;10,77 €;
4032;NWL;Meinerzhagen;6;Nordrhein-Westfalen;3,85 €;9,87 €;
4033;TLBV;Meiningen;4;Thüringen;5,03 €;13,40 €;
4034;NASA;Meinsdorf;6;Sachsen-Anhalt;3,34 €;8,90 €;
4036;VVO;Meißen;5;Sachsen;2,08 €;5,53 €;
8277;VVO;Meißen Altstadt;5;Sachsen;2,08 €;5,53 €;
4037;VVO;Meißen Triebischtal;6;Sachsen;2,85 €;7,61 €;
4038;BEG;Meitingen;5;Bayern;2,72 €;7,01 €;
4039;NASA;Meitzendorf;6;Sachsen-Anhalt;3,34 €;8,90 €;
4040;RMV;Melbach;6;Hessen;2,48 €;6,52 €;
4041;VBB;Melchow;6;Brandenburg;3,98 €;10,22 €;
4042;NAH.SH;Meldorf;6;Schleswig-Holstein;3,53 €;9,43 €;
4044;LNVG;Melle;4;Niedersachsen;4,96 €;13,09 €;
4046;RH;Mellendorf;5;Niedersachsen;4,35 €;11,59 €;
4048;TLBV;Mellingen (Thür);6;Thüringen;3,43 €;9,13 €;
4049;BEG;Mellrichstadt Bahnhof;6;Bayern;2,89 €;7,59 €;
7267;NAH.SH;Melsdorf;7;Schleswig-Holstein;2,21 €;5,91 €;
4050;NVV;Melsungen;6;Hessen;2,73 €;7,26 €;
8133;NVV;Melsungen-Bartenwetzerbrücke;6;Hessen;2,73 €;7,26 €;
5322;NVV;Melsungen-Röhrenfurth;6;Hessen;2,73 €;7,26 €;
8322;NVV;Melsungen-Schwarzenberg;6;Hessen;2,73 €;7,26 €;
4051;BEG;Memmingen;3;Bayern;4,75 €;12,53 €;
4052;go.R;Menden (Rheinl);5;Nordrhein-Westfalen;2,69 €;7,09 €;
4053;NWL;Menden (Sauerland);6;Nordrhein-Westfalen;3,85 €;9,87 €;
4054;NWL;Menden (Sauerland) Süd;7;Nordrhein-Westfalen;2,48 €;6,41 €;
4509;ZVRP Nord;Mendig;6;Rheinland-Pfalz;2,27 €;5,85 €;
4055;VM BW;Mengen;5;Baden-Württemberg;2,91 €;7,35 €;
4056;TLBV;Mengersgereuth-Hämmern;7;Thüringen;2,70 €;7,22 €;
4057;TLBV;Mengersgereuth-Hämmern Ost;7;Thüringen;2,70 €;7,22 €;
4061;LNVG;Meppen;4;Niedersachsen;4,96 €;13,09 €;
4062;BEG;Merching;7;Bayern;2,13 €;5,65 €;
4063;ZPS;Merchweiler;6;Saarland;1,54 €;4,04 €;
4064;BEG;Mering;3;Bayern;4,75 €;12,53 €;
5616;BEG;Mering-St Afra;4;Bayern;3,19 €;7,89 €;
8350;VM BW;Merklingen - Schwäbische Alb;5;Baden-Württemberg;2,91 €;7,35 €;
4066;NWL;Mersch (Westf);6;Nordrhein-Westfalen;3,85 €;9,87 €;
4068;NASA;Merseburg Bergmannsring;6;Sachsen-Anhalt;3,34 €;8,90 €;
4067;NASA;Merseburg Hbf;4;Sachsen-Anhalt;5,24 €;13,97 €;
4070;go.R;Merten (Sieg);6;Nordrhein-Westfalen;3,77 €;8,76 €;
4072;ZÖPNV Süd;Mertesheim;7;Rheinland-Pfalz;1,49 €;4,01 €;
4073;BEG;Mertingen Bahnhof;5;Bayern;2,72 €;7,01 €;
5485;go.R;Merzenich;5;Nordrhein-Westfalen;2,69 €;7,09 €;
4075;ZPS;Merzig (Saar);3;Saarland;4,69 €;10,93 €;
4182;ZPS;Merzig Stadtmitte;6;Saarland;1,54 €;4,04 €;
7908;NWL;Mesch Neue Mühle;6;Nordrhein-Westfalen;3,85 €;9,87 €;Name alt: Neue Mühle
4076;NWL;Meschede;4;Nordrhein-Westfalen;5,03 €;11,82 €;
1901;NWL;Meschede-Freienohl;5;Nordrhein-Westfalen;3,91 €;9,89 €;
6840;VBB Berlin;Messe Nord / ICC (Witzleben);4;Berlin;2,00 €;5,33 €;
7727;VBB Berlin;Messe Süd (Eichkamp);5;Berlin;1,96 €;5,19 €;
4078;RMV;Messel;6;Hessen;2,48 €;6,52 €;
4079;NWL;Messinghausen;6;Nordrhein-Westfalen;3,85 €;9,87 €;
4081;NWL;Metelen Land;6;Nordrhein-Westfalen;3,85 €;9,87 €;
4082;ZÖPNV Süd;Mettenheim;6;Rheinland-Pfalz;1,99 €;5,22 €;
4083;ZPS;Mettlach;6;Saarland;1,54 €;4,04 €;
4087;VM BW;Metzingen;4;Baden-Württemberg;3,92 €;10,18 €;
4092;VBB Berlin;Mexikoplatz;4;Berlin;2,00 €;5,33 €;
4095;BEG;Michelau (Oberfr);6;Bayern;2,89 €;7,59 €;
4097;BEG;Michelaubrück;7;Bayern;2,13 €;5,65 €;
4098;RMV;Michelstadt;6;Hessen;2,48 €;6,52 €;
4099;VBB;Michendorf;4;Brandenburg;5,17 €;13,68 €;
4102;BEG;Miesbach;6;Bayern;2,89 €;7,59 €;
8130;ZÖPNV Süd;Miesenbach;7;Rheinland-Pfalz;1,49 €;4,01 €;
